x,y,z,s1,s2,s3,s4
-22084,10488,11780,57,43,67,52
-14992,11036,11920,57,43,67,52
-14068,10392,16224,57,44,67,53
-13944,10860,19124,57,44,68,52
-15376,13636,17680,58,43,68,49
-13580,15220,15320,57,44,67,50
-11632,15196,12692,59,45,67,51
-10020,15564,8064,60,46,68,52
-10212,16908,2620,60,46,68,52
-11020,17780,-52,61,47,70,53
-17504,21120,-4372,64,47,72,54
-20236,26216,-12400,69,47,75,54
-18560,29236,-22132,71,47,78,55
-17064,32767,-32768,74,48,80,56
-15356,32767,-32768,75,48,82,56
-15732,29548,-32768,77,48,83,56
-20040,23312,-32768,78,49,84,57
-22320,20348,-32768,79,50,85,59
-27920,16304,-31544,80,49,85,60
-32768,11308,-23532,80,50,86,60
-32768,6092,-15684,81,50,87,61
-32768,1612,-9748,82,50,87,63
-32768,-1440,-8292,82,49,87,64
-32768,-5736,-6008,82,49,88,65
-32768,-9928,-4332,83,48,88,65
-32768,-12976,-3196,82,48,88,65
-32768,-16248,-1812,83,48,88,67
-30080,-17984,-380,83,48,88,67
-21448,-17708,1280,83,49,88,69
-13620,-16984,2560,83,48,88,69
-10680,-16264,3088,83,48,88,70
-7280,-14728,3552,83,49,88,70
-5512,-13068,2596,83,49,88,71
-4176,-12260,1824,83,49,88,70
-2316,-12240,8,83,49,88,70
-1640,-12540,-516,83,49,88,71
-2144,-13100,-668,83,49,88,71
-3828,-13312,-812,83,49,88,71
-6060,-12864,-224,83,49,88,71
-9968,-11980,460,84,50,88,72
-13000,-11460,856,84,50,88,72
-16168,-10636,1212,83,50,88,73
-18344,-10668,1008,83,50,88,71
-19340,-10080,1016,83,50,88,72
-19644,-9372,812,83,50,89,72
-19228,-8108,240,83,50,89,72
-18740,-7260,-116,84,51,89,73
-17896,-5932,-764,84,51,89,73
-16984,-4884,-1424,84,51,89,73
-16448,-4344,-1764,84,51,89,73
-15248,-2804,-2296,84,51,89,73
-14764,-1388,-2704,84,51,89,74
-14668,208,-2920,84,51,89,73
-14740,1532,-2748,84,52,89,74
-14600,3560,-3052,83,52,89,74
-14760,5024,-2928,84,52,89,74
-14680,7064,-2876,83,52,89,75
-14736,8992,-3052,84,52,89,75
-14692,10088,-2840,84,52,89,74
-14744,11808,-2676,84,52,89,74
-14888,13184,-2380,84,53,89,75
-14832,13904,-2356,84,54,89,75
-15020,14340,-2072,84,54,89,75
-14992,14328,-2140,84,54,89,75
-14952,13556,-2056,84,54,89,75
-14868,12860,-2168,84,54,89,76
-15152,10996,-2116,84,54,89,76
-15292,8648,-2140,84,54,89,76
-15412,6760,-2248,83,54,89,76
-15504,4264,-2208,84,55,89,75
-15508,1856,-2492,83,55,89,76
-15436,600,-2668,83,55,89,76
-15580,-1304,-2720,83,56,89,76
-15740,-2716,-2664,83,56,89,76
-15888,-3580,-2652,83,56,89,77
-16044,-4600,-2576,83,56,89,77
-16548,-5324,-2476,83,57,89,77
-17000,-5824,-2016,83,57,89,77
-17184,-5896,-2056,83,58,89,77
-17384,-5876,-1672,82,58,89,77
-17428,-5724,-1748,82,58,88,77
-17252,-5592,-1712,82,58,88,77
-17024,-5560,-2076,82,59,88,77
-16672,-5216,-2284,82,60,88,77
-16520,-4852,-2428,81,60,88,77
-16488,-4564,-2316,81,61,88,77
-16696,-4000,-2532,81,61,88,77
-16864,-3624,-2684,81,62,87,77
-17012,-3256,-2740,80,62,87,77
-16984,-3256,-2924,80,63,87,77
-16876,-2948,-3208,79,64,87,77
-16632,-2608,-3192,79,63,86,77
-16592,-2244,-3420,79,64,86,76
-16660,-1824,-3404,78,64,86,77
-16704,-1464,-3428,78,65,86,77
-16648,-1204,-3500,78,65,85,77
-16692,-1116,-3444,77,65,85,76
-16620,-928,-3652,77,66,84,77
-16624,-584,-3548,77,66,84,77
-16680,-324,-3824,76,66,84,77
-16648,80,-3840,76,67,84,77
-16596,440,-3920,75,67,83,77
-16776,740,-4004,75,67,83,77
-17008,1108,-4152,74,68,82,77
-16984,1320,-3924,73,68,82,77
-16964,1580,-4296,73,69,82,77
-17000,1664,-4292,72,69,81,77
-17084,1720,-4344,71,69,81,77
-17068,1820,-4488,71,69,80,77
-17044,1864,-4396,70,70,79,78
-16960,1800,-4524,69,70,78,77
-17004,1620,-4536,68,70,78,76
-17100,1512,-4360,67,70,77,77
-17084,1456,-4456,67,70,76,76
-17152,1084,-4516,66,71,75,77
-17140,1008,-4436,65,70,74,76
-17280,728,-4376,64,70,73,76
-17384,656,-4436,63,69,73,76
-17632,692,-4588,62,69,72,76
-17852,472,-5084,61,69,72,75
