x,y,z,s1,s2,s3,s4
-16620,2420,-4600,82,72,89,84
-16500,2428,-4552,82,72,90,82
-16580,2552,-4632,82,73,90,85
-16660,2624,-4616,82,72,90,85
-16636,2556,-4576,82,73,89,84
-16608,2580,-4676,82,73,90,85
-16628,2632,-4604,82,73,89,83
-16592,2508,-4488,82,73,89,84
-16532,2404,-4580,82,74,90,83
-16536,2480,-4596,83,72,89,83
-16552,2412,-4740,82,73,89,85
-16480,2344,-4600,82,71,89,84
-16444,2388,-4580,81,73,90,83
-16464,2296,-4516,82,72,89,84
-16464,2368,-4596,82,73,88,84
-16480,2252,-4720,81,72,89,85
-16420,2224,-4504,82,73,89,83
-16464,2184,-4620,82,72,90,85
-16420,2296,-4644,82,72,89,85
-16488,2260,-4788,83,73,89,84
-16548,2324,-4708,82,73,89,83
-16624,2400,-4588,81,72,89,84
-16696,2436,-4752,82,73,89,84
-16688,2492,-4712,82,73,89,84
-16584,2616,-4692,82,73,88,85
-16656,2684,-4588,81,72,89,84
-16568,2572,-4792,82,73,89,84
-16528,2668,-4700,82,72,90,83
-16560,2704,-4624,81,71,89,83
-16548,2768,-4612,82,73,89,84
-16584,2812,-4644,82,73,90,83
-16616,2796,-4636,81,73,90,85
-16620,2872,-4612,82,72,89,84
-16632,2968,-4612,82,73,89,85
-16656,2904,-4560,83,74,90,85
-16588,2880,-4516,82,73,89,84
-16552,2840,-4416,81,73,90,83
-16456,2752,-4524,82,73,90,84
-16564,2788,-4512,82,73,89,83
-16476,2672,-4552,82,73,89,83
-16344,2648,-4492,82,73,90,83
-16384,2644,-4476,82,73,89,84
-16460,2548,-4400,83,72,89,84
-16376,2552,-4476,82,73,89,82
-16520,2592,-4524,81,72,89,84
-16508,2420,-4368,82,71,90,82
-16628,2516,-4480,83,73,90,83
-16736,2540,-4520,82,73,90,84
-16536,2572,-4616,82,73,89,82
-16444,2564,-4472,83,72,90,83
-16640,2476,-4604,82,73,90,84
-16616,2484,-4528,82,72,89,83
-16492,2648,-4548,82,73,90,83
-16548,2684,-4512,82,72,89,82
-16616,2696,-4512,82,73,90,83
-16576,2776,-4764,82,72,90,84
-16672,2752,-4596,82,72,88,82
-16684,2656,-4396,82,72,89,83
-16548,2748,-4516,82,73,89,84
-16600,2800,-4592,81,74,89,84
-16612,2624,-4540,82,73,90,83
-16496,2592,-4528,83,72,89,84
-16568,2756,-4612,82,73,90,83
-16496,2676,-4508,82,73,89,82
-16504,2668,-4604,82,73,89,83
-16616,2656,-4580,82,73,90,83
-16536,2768,-4704,82,71,89,84
-16628,2680,-4552,82,72,89,83
-16588,2680,-4408,83,72,90,83
-16520,2488,-4624,82,72,90,85
-16484,2616,-4540,82,72,89,83
-16556,2572,-4632,81,73,89,82
-16584,2472,-4584,82,71,89,82
-16564,2452,-4624,82,73,89,83
-16596,2452,-4560,82,72,90,83
-16536,2468,-4628,82,72,89,83
-16568,2336,-4396,82,73,89,83
-16632,2524,-4608,81,72,89,83
-16496,2488,-4620,82,74,89,82
-16492,2496,-4432,82,73,90,83
-16528,2476,-4512,82,73,89,84
-16504,2592,-4724,82,72,89,82
-16464,2456,-4512,82,73,88,82
-16296,2624,-4600,83,72,89,84
-16220,2468,-4432,82,73,89,83
-16252,2640,-4444,82,72,90,83
-16368,2708,-4244,82,72,90,83
-16356,2676,-4400,82,73,89,84
-16264,2880,-4244,82,72,90,84
-16384,3020,-4200,82,73,90,83
-16468,3176,-4232,82,72,90,84
-16444,3180,-4192,83,73,91,84
-16676,3412,-4276,82,73,89,84
-16672,3476,-4312,83,73,88,84
-16836,3456,-4368,83,74,91,84
-16728,3456,-4332,82,73,89,83
-16716,3672,-4312,83,72,89,84
-16852,3988,-4020,82,72,89,83
-16868,4212,-4100,83,73,89,84
-17276,4596,-3872,82,71,90,85
-17560,4992,-3952,82,74,90,83
-17664,5028,-3992,82,72,89,85
-17372,5556,-3760,82,73,89,84
-17176,5376,-4020,83,73,89,84
-17044,5236,-4180,82,72,90,84
-16800,4924,-4480,83,73,89,85
-16668,4820,-4552,82,72,90,83
-16772,4080,-5216,82,74,90,85
-16852,3604,-5400,82,73,89,84
-16924,3296,-5804,82,74,89,84
-16980,2892,-6288,82,74,90,84
-17108,2476,-6724,82,74,90,84
-17012,2308,-7180,83,75,89,84
-17020,2156,-7340,83,73,89,85
-17168,2116,-7652,83,74,89,83
-17260,2012,-7940,82,74,89,83
-17504,1968,-8192,82,75,89,82
-17740,2136,-8212,82,73,90,82
-18124,2136,-8296,82,74,89,83
-18532,2592,-8608,82,75,91,82
-18728,2888,-9108,82,75,90,81
-18808,3600,-9312,83,74,90,81
-18756,4008,-9468,83,74,90,81
-18832,4264,-9100,83,74,90,80
-18836,4640,-9232,83,74,91,79
-18460,4948,-9172,83,74,90,81
-18356,5080,-8884,82,73,89,78
-18496,5284,-8944,82,73,90,78
-18764,5476,-8740,83,73,89,79
-18996,5564,-8628,82,73,90,78
-19376,5232,-8304,83,73,90,77
-19792,5016,-8076,83,74,89,77
-20472,4540,-7908,83,74,90,74
-21176,4100,-8036,83,72,90,74
-21536,3240,-7972,82,72,89,72
-22336,2424,-8456,83,70,89,72
-23152,1552,-9336,83,70,89,69
-23712,968,-9908,83,68,90,66
-24328,164,-10576,82,66,89,65
-24920,-644,-10668,83,67,89,67
-24780,-1340,-10876,82,65,90,66
-24708,-2576,-10884,82,64,88,66
-24712,-3764,-10936,83,64,89,65
-24404,-5288,-11056,82,66,89,68
-24284,-6312,-10920,81,65,88,67
-23732,-7836,-10756,81,66,89,65
-22968,-9236,-10016,81,65,87,65
-22336,-10624,-9104,80,65,88,65
-21848,-11440,-8264,80,65,87,67
-21784,-11372,-7488,79,66,86,67
-22024,-10996,-6720,79,64,86,68
-22736,-9312,-6084,77,64,84,65
-23952,-7132,-5244,77,64,83,66
-24708,-4492,-4652,75,65,83,68
-25168,-2600,-4560,74,64,80,65
-27088,504,-3728,73,62,79,66
-29232,3744,-1276,71,63,78,66
-31024,5624,700,69,63,76,66
-32768,7988,5736,68,61,74,66
-32768,8568,9468,65,62,73,65
-32768,9508,14996,66,62,72,68
-32768,10284,19196,65,63,72,67
-32732,10216,23116,65,63,72,67
-31168,8700,25624,66,63,72,68
-28736,6416,24852,66,63,72,67
-27144,4220,22960,66,64,71,66
-24176,500,22256,66,62,72,68
-22168,-1108,21580,66,63,73,67
-18436,-3104,19428,67,62,73,67
-13784,-5276,16652,66,62,73,66
-10600,-7880,16288,66,63,74,68
-9728,-9300,16480,65,63,73,68
-10800,-12132,16232,66,63,74,68
-11248,-15568,16456,68,64,72,70
-11700,-20292,16920,67,64,73,69
-12184,-21968,16228,68,65,72,69
-12152,-25096,14928,66,62,73,69
-11104,-26200,14408,66,63,72,69
-9688,-27772,14036,67,63,73,68
-8412,-28200,13908,68,63,74,68
-8052,-28604,13820,66,63,73,69
-7728,-28728,14232,67,64,72,68
-6432,-29528,14640,66,61,72,68
-5444,-30340,14480,67,61,73,69
-4180,-30976,14220,67,61,73,69
-3684,-30696,13588,67,62,74,69
-3864,-30188,12864,66,63,73,68
-4076,-29564,12340,67,62,72,69
-4232,-28404,11664,66,62,73,68
-4072,-26844,11444,66,63,72,70
-3332,-25728,10924,68,60,73,69
-2220,-25104,10024,67,62,74,69
-4556,-22612,8880,67,62,73,70
-5272,-19732,8864,67,61,73,69
-5128,-18808,7984,68,61,73,70
-3756,-17852,7356,67,62,73,68
-2392,-16696,6936,67,61,74,68
-1912,-16168,6360,68,61,74,68
-1692,-15116,5924,67,61,73,68
-1816,-14132,5628,67,62,73,68
-1952,-12868,5328,68,63,74,68
-2360,-11892,5144,67,60,73,67
-2620,-11020,4860,68,60,72,68
-3100,-9612,4580,68,61,73,66
-2752,-8368,4568,68,61,73,68
-2928,-7280,4652,67,61,73,66
-2892,-5852,4364,67,59,74,68
-2952,-4760,4100,68,59,73,67
-2984,-3556,3604,67,59,74,67
-3196,-2712,3328,68,60,72,65
-3668,-1588,2928,67,61,73,66
-3996,-940,2368,67,61,73,68
-4592,228,1996,67,60,73,69
-4980,712,1624,67,60,72,66
-5632,1772,1336,67,60,72,67
-5880,2220,956,66,61,72,68
-6580,3028,884,66,60,74,67
-6980,3592,604,66,59,72,69
-7416,4132,472,67,60,73,68
-7920,5000,156,65,61,73,68
-8364,5656,-144,67,60,72,67
-8732,6272,-392,66,60,72,68
-8780,6808,-636,66,60,72,69
-8740,7232,-1028,66,61,73,68
-8700,7952,-1140,66,61,73,68
-8492,8392,-1348,67,60,72,69
-8068,8620,-1592,67,61,72,68
-7816,9004,-1680,67,61,73,69
-7804,9472,-1812,67,59,72,68
-7852,9884,-2164,67,59,72,68
-7816,10248,-2264,66,59,73,66
-7880,10788,-2484,66,59,72,68
-8472,11148,-2808,66,58,73,66
-9008,11344,-3032,66,59,73,68
-10120,11768,-3376,65,58,72,67
-11556,12144,-3996,66,57,72,67
-12716,12340,-4448,67,56,73,68
-14020,12520,-5664,66,57,71,68
-15124,12840,-6272,67,57,72,67
-16184,12716,-6636,65,58,72,68
-16768,12636,-7040,65,57,71,67
-17308,12524,-7316,65,58,70,68
-17692,12572,-7404,65,58,71,68
-17952,12504,-7640,65,58,71,65
-18212,12564,-7840,65,60,70,65
-18764,12592,-8044,64,58,71,61
-18688,12416,-8036,65,56,70,63
-17716,12160,-6884,64,56,70,64
-16528,10276,-4356,64,56,70,64
-17024,7824,-1484,63,56,71,65
-17208,7072,960,65,56,70,67
-14696,6396,2544,64,56,69,66
-12324,5112,1596,64,55,70,68
-10652,4736,-1300,63,54,68,68
-372,2020,-5720,63,55,67,70
-2100,8652,-11240,62,54,67,71
-2080,16976,-17484,63,55,68,74
-7828,21608,-16596,62,55,67,77
-17712,25676,-13780,64,55,69,78
-24756,27016,-9424,63,57,69,79
-25672,26176,-4672,63,58,69,80
-26256,24124,284,64,57,69,82
-28356,18000,5672,63,56,69,84
-29404,10000,7360,63,55,70,86
-29940,7020,6132,64,58,69,87
-26688,824,2992,63,60,69,89
-24900,-2960,656,64,61,69,92
-22416,-6604,-1856,64,64,68,95
-20152,-7292,-1324,64,67,69,94
-19836,-6016,-220,63,70,70,96
-20328,-3636,608,64,75,70,95
-21652,-1644,756,63,76,69,98
-21900,-1316,268,63,78,69,97
-20648,-1400,-696,63,80,69,98
-19236,-1468,-924,64,81,69,99
-17636,-1168,-928,64,83,69,98
-16888,-44,-1516,64,86,68,99
-17168,604,-1340,64,85,69,99
-18400,1052,-784,65,84,68,98
-21028,868,-176,64,85,69,98
-27004,-2952,528,66,83,72,98
-30536,-8100,720,68,85,74,99
-32768,-12384,-3744,69,85,75,99
-31068,-15724,-10420,71,83,78,99
-29064,-19164,-18668,73,82,81,98
-30688,-19280,-21104,74,83,82,98
-32768,-16984,-19952,77,82,83,100
-32768,-13068,-16840,76,82,84,100
-32768,-8744,-13804,78,83,84,100
-32768,-6220,-12092,78,81,86,100
-32768,-5360,-11208,78,82,85,99
