x,y,z,1,2,3,4
-10768,-5596,-5884,69,59,75,56
-10736,-5792,-5776,69,60,75,56
-10648,-6024,-5684,69,60,75,56
-10732,-6132,-5560,69,60,75,55
-10756,-6192,-5368,69,60,75,56
-10908,-6368,-5180,69,60,74,56
-11108,-6408,-4960,69,60,74,55
-11460,-6436,-4644,69,60,74,55
-11556,-6400,-4496,69,60,74,56
-11740,-6520,-4344,69,60,74,56
-11848,-6492,-4252,69,60,74,55
-11892,-6480,-3764,69,61,74,56
-11832,-6556,-3616,69,61,74,56
-11876,-6364,-3700,69,60,74,56
-11756,-6244,-3248,69,60,74,55
-11728,-6112,-3420,69,60,74,55
-11612,-5880,-3356,69,60,74,56
-11772,-5888,-3268,69,61,74,57
-11820,-5496,-3252,69,60,74,57
-11944,-5272,-3124,69,60,74,57
-12224,-4956,-2964,68,60,74,57
-12432,-4488,-3016,69,60,74,57
-12604,-4276,-3136,68,60,74,57
-12676,-3860,-3068,68,60,74,57
-13320,-3356,-3364,68,60,74,57
-13828,-3044,-3316,68,60,74,57
-14032,-2764,-3276,68,60,74,56
-14484,-2468,-3508,68,60,74,56
-14832,-2128,-3492,68,60,73,57
-15016,-2000,-3624,68,60,73,57
-15088,-1760,-3712,68,60,73,56
-15476,-1640,-3692,68,60,73,58
-15640,-1644,-4008,68,60,73,58
-15772,-1608,-4100,67,60,73,57
-15852,-1648,-4264,67,60,73,57
-16100,-1604,-4324,67,61,73,57
-16396,-1504,-4400,67,60,73,58
-16356,-1368,-4552,67,60,73,58
-16512,-1504,-4692,67,60,73,58
-16792,-1280,-4812,67,60,73,57
-16988,-1184,-4884,67,60,72,57
-17048,-1160,-5116,67,61,72,57
-17020,-1012,-5044,67,60,72,57
-17024,-1072,-5068,67,60,72,58
-16932,-1084,-5064,67,60,72,58
-16976,-908,-5100,67,61,72,58
-16300,-1028,-5200,66,60,72,57
-16392,-1024,-5092,67,60,72,58
-16428,-1020,-5168,66,59,72,57
-16440,-992,-5092,66,60,72,56
-16668,-1048,-5108,67,59,72,57
-16684,-1112,-4812,66,60,72,56
-16636,-1024,-4936,66,59,71,57
-16644,-1064,-4616,66,59,71,56
-16560,-1420,-4108,66,60,71,57
-16564,-1528,-4024,66,59,71,56
-16384,-1804,-3500,66,59,71,57
-16484,-2016,-3000,66,60,71,57
-16872,-2164,-2736,66,60,71,57
-17512,-1980,-2196,66,60,71,56
-17852,-1884,-1816,66,60,71,56
-17776,-2028,-1612,66,60,71,56
-17976,-2084,-1184,66,60,71,56
-17904,-2372,-928,65,59,71,56
-18224,-2312,-316,66,59,71,58
-18136,-2700,-164,65,59,71,57
-18576,-2896,512,66,59,71,57
-19028,-2740,948,65,60,71,57
-19316,-2596,1120,65,60,71,58
-19892,-2484,1484,66,60,71,57
-20336,-2492,1672,65,60,71,58
-20492,-2284,1712,65,60,70,58
-20116,-2480,1480,65,60,71,58
-19776,-2500,1184,65,60,70,59
-19052,-2572,1036,65,60,70,57
-18652,-2752,672,65,59,70,58
-18204,-2908,344,65,59,70,57
-17512,-2820,-112,65,59,70,56
-17244,-3024,-360,65,60,70,57
-16700,-2956,-844,64,59,70,57
-16404,-3000,-1208,65,59,69,56
-16164,-2928,-1580,64,58,70,56
-16368,-3068,-1752,64,58,69,55
-16536,-2876,-2320,64,59,69,56
-16724,-3052,-2612,64,59,69,56
-16920,-3184,-2844,64,58,69,55
-16952,-3088,-3040,64,58,69,55
-17244,-2976,-3228,64,57,69,57
-17392,-3088,-3292,64,57,69,56
-17524,-3088,-3424,64,58,69,55
-17528,-3084,-3428,64,57,69,57
-17448,-3008,-3480,64,57,69,56
-17200,-2948,-3380,64,57,69,56
-17308,-2640,-3556,64,57,69,56
-17248,-2540,-3408,63,56,69,56
-17040,-2252,-3552,63,57,69,57
-17128,-2212,-3476,63,57,68,56
-17092,-1944,-3152,63,57,68,57
-16960,-1924,-3360,64,56,68,57
-16796,-2116,-3460,63,57,68,58
-16760,-1716,-3280,63,56,68,57
-16628,-1656,-3320,63,56,68,57
-16764,-1572,-3164,63,58,68,56
-16808,-1540,-3092,63,57,68,56
-16792,-1468,-2932,63,57,68,57
-16836,-1384,-2904,62,56,68,57
-16932,-1204,-2920,62,56,68,56
-17152,-1224,-2660,62,57,68,57
-17624,-980,-2424,62,56,67,57
-18148,-692,-2452,62,56,68,57
-18372,-384,-2380,62,57,67,57
-18580,-304,-2280,63,57,67,57
-18484,-84,-2244,62,57,68,57
-18360,172,-2060,62,57,68,57
-18328,248,-1892,62,56,68,58
-18448,356,-1980,62,56,67,58
-18624,528,-1900,62,56,67,58
-18664,632,-1656,62,57,67,57
-18528,872,-1968,62,56,67,59
-18324,920,-1784,62,57,67,57
-18232,892,-1656,62,57,67,58
-18112,1136,-1836,62,56,67,58
-18012,1168,-1848,62,57,67,59
-18132,1272,-1684,61,57,66,57
-17880,1396,-1756,61,56,66,58
-18088,1412,-1580,62,57,66,58
-18080,1584,-1464,62,56,66,58
-18008,1636,-1464,62,56,66,58
-17952,1488,-1556,61,56,66,58
-17760,1472,-1236,61,56,66,58
-17616,1480,-1256,61,56,66,59
-17516,1264,-1080,61,56,66,58
-17524,1340,-1096,61,56,66,59
-17356,1200,-1100,61,56,66,59
-17256,1192,-1120,61,57,66,58
-17248,1176,-1224,61,57,66,58
-17220,1252,-1192,61,56,66,58
-17044,1168,-1264,61,56,66,59
-17244,1184,-1272,61,56,65,59
-17240,1272,-1436,61,56,66,59
-17304,1272,-1724,61,56,66,59
-17124,1572,-2208,60,56,65,59
-17396,1476,-1968,61,56,65,60
-17100,1340,-2556,60,56,65,59
-16844,1376,-2596,60,56,65,60
-16784,1696,-2756,60,55,65,60
-17140,1520,-2600,60,55,65,60
-16964,1456,-2824,60,56,65,59
-16540,1248,-3100,60,55,65,59
-16520,1332,-2996,60,55,65,59
-16140,1328,-3324,60,55,64,56
-16060,1388,-3284,60,55,64,58
-16196,1344,-3452,59,55,64,59
-16048,1656,-3520,59,55,65,58
-15944,1600,-3576,59,55,64,57
-15888,1720,-3720,59,54,64,56
-15740,1704,-3884,59,54,64,55
-15608,1980,-4052,59,54,64,56
-15656,1960,-3956,59,55,64,56
-15304,2056,-4276,58,53,64,57
-15180,1984,-4244,59,54,64,55
-15824,1508,-4496,58,53,64,55
-18684,956,-2916,58,54,64,56
-20228,844,-1704,58,54,64,56
-21684,-260,168,58,52,63,56
-22452,-284,2852,58,53,64,56
-22012,1256,6692,58,53,64,54
-20644,2812,8788,58,51,64,53
-18080,3580,9248,59,53,64,54
-16888,1576,9684,60,56,64,55
-17372,1804,11144,60,60,65,57
-19508,8872,13876,60,61,65,58
-20488,12184,15792,60,61,65,55
-21400,13408,16964,60,62,65,56
-22304,13488,16596,61,63,65,58
-20852,14228,11048,61,63,67,60
-19848,13736,7812,64,64,69,56
-24696,10392,212,69,65,73,61
-28716,12988,-5408,72,66,76,61
-22920,10224,-22696,75,67,78,62
-15908,3156,-32768,77,66,81,64
-16380,2460,-32768,79,65,82,68
-12584,-1316,-32768,80,66,83,69
-7280,-9224,-32768,80,66,85,71
-6128,-15624,-32768,81,66,85,67
-22400,-13608,-32768,81,67,86,70
-32768,-12000,-27544,82,67,86,67
-32768,-10860,-19708,82,67,86,70
-32768,-13308,-14324,82,67,86,75
-32768,-11864,-9208,82,67,86,75
-32768,-10468,-5224,82,66,86,75
-32768,-9420,-3140,82,66,86,75
-32548,-7888,-920,82,66,86,77
-23356,-6612,1416,82,66,86,76
-20648,-3028,4836,82,66,86,78
-15412,-116,5164,81,66,86,78
-12692,1992,4384,82,67,86,78
-8772,4744,2100,81,67,86,79
-7348,5656,44,81,68,86,79
-6556,5624,-2860,81,68,86,79
-6368,4952,-4320,81,68,85,80
-6684,3116,-5704,80,67,85,80
-7724,1888,-5664,80,68,85,81
-8888,864,-5124,80,68,85,81
-9948,-672,-4292,80,68,85,82
-11328,-2576,-2920,80,68,85,82
-12620,-4208,-1808,80,69,84,83
-14400,-6548,-68,79,69,84,83
-16200,-8532,1816,79,68,84,83
-17200,-9292,2792,79,69,84,83
-17516,-10044,3840,79,69,84,83
-16864,-10184,4072,79,69,84,84
-16292,-9652,4140,79,70,84,84
-14964,-8156,3652,78,70,83,85
-12548,-7036,2488,79,70,83,85
-11348,-6332,1704,79,71,83,86
-10416,-4576,1140,78,71,83,86
-10260,-2556,684,78,71,83,86
-10540,-772,452,78,72,83,86
-11092,2284,-128,79,72,83,86
-11484,4240,-488,78,73,83,86
-12244,7064,-1344,78,72,83,87
-12772,8604,-2288,78,73,83,87
-13528,10392,-3084,78,73,83,87
-14140,11840,-4100,78,73,83,87
-14628,12364,-4444,79,74,83,87
-14656,12396,-4776,78,74,83,87
-14808,11956,-4724,79,75,83,87
-14828,11152,-4444,79,75,83,87
-14832,10288,-4048,78,74,83,88
-14992,8636,-3768,79,75,83,88
-15136,6784,-3344,79,76,83,88
-15368,5188,-3188,79,75,83,89
-15784,2856,-3068,79,76,83,89
-16288,528,-2892,79,76,83,89
-16472,-1112,-3072,79,76,83,90
-16800,-3484,-3140,79,76,83,90
-17028,-5528,-3092,78,76,83,90
-17080,-6524,-3056,78,76,83,90
-17316,-7812,-2920,78,77,83,90
-17372,-8592,-2872,78,76,83,91
-17544,-8956,-2988,78,77,83,91
-17680,-8932,-3044,78,77,83,91
-17572,-8620,-3012,78,77,83,91
-17672,-7888,-2804,78,77,83,92
-17576,-6804,-2448,78,78,83,91
-17456,-5960,-2468,78,78,83,91
-17268,-4804,-2036,78,77,83,92
-17236,-3612,-1664,78,77,83,92
-17148,-2932,-1828,78,78,83,92
-16880,-2068,-1848,78,78,83,92
-16628,-1508,-2124,78,78,83,92
-16076,-936,-2440,78,78,83,92
-15908,-704,-2684,78,78,83,93
-15528,-408,-3128,78,79,83,93
-15264,-192,-3140,78,79,83,93
-15212,36,-3476,78,79,83,93
-15248,440,-3096,78,79,83,94
-15440,700,-2996,78,79,83,94
-15748,996,-3176,78,80,83,94
-16060,1348,-2960,78,80,83,94
-16468,1892,-2972,78,81,83,94
-16720,2460,-3304,78,81,83,94
-16916,2816,-3516,78,81,83,95
-17024,3200,-3792,77,81,83,95
-17072,3492,-4012,77,82,83,95
-17104,3628,-4280,77,82,83,95
-17144,3840,-4176,77,81,82,95
-17256,3972,-4356,77,82,82,95
-17232,3904,-4060,77,82,82,95
-17032,3608,-3716,77,83,82,95
-16996,3524,-3696,77,82,82,95
-16928,3168,-3424,77,82,82,95
-16908,2480,-3228,77,83,82,95
-17004,2152,-3376,77,82,82,95
-16868,1500,-3228,77,83,82,95
-16800,968,-3224,76,83,82,95
-16820,732,-3140,77,83,82,95
-16632,300,-3072,77,83,82,95
-16736,16,-2992,77,83,81,95
-16572,-336,-2928,77,83,81,95
-16592,-496,-2792,77,83,81,95
-16428,-692,-2668,76,83,81,95
-16384,-884,-2736,76,83,81,96
-16280,-1000,-2748,76,83,81,95
-16184,-960,-2780,76,83,81,96
-16232,-1020,-2936,76,83,81,96
-16052,-948,-2784,76,84,81,96
-16152,-792,-2684,76,83,81,96
-16208,-900,-2800,76,84,80,96
-16256,-732,-2804,76,83,80,96
-16316,-512,-2588,76,84,81,96
-16332,-292,-2584,76,84,81,96
-16336,-176,-2440,76,84,80,96
-16176,4,-2540,76,84,80,96
-16124,88,-2376,76,84,80,96
-16092,216,-2620,76,84,80,96
-16048,304,-2620,76,84,80,96
-15968,364,-2576,76,84,80,96
-15896,472,-2780,76,84,80,96
-15872,464,-2732,76,85,80,96
-15800,564,-2828,76,85,80,96
-15868,572,-3008,75,84,80,96
-15876,684,-3004,75,84,80,96
-15940,640,-3168,75,84,80,96
-15964,708,-3336,75,85,80,96
-15972,708,-3304,76,84,80,96
-15984,624,-3480,75,85,80,96
-15980,500,-3492,75,85,80,96
-16156,368,-3476,75,85,80,96
-16132,244,-3632,75,85,80,96
-16188,184,-3368,75,85,80,96
-16308,200,-3584,75,85,80,96
-16292,-8,-3652,75,85,80,96
-16208,-88,-3732,75,85,80,96
-16272,-76,-3696,75,85,80,96
-16208,-152,-3700,75,85,80,96
-16140,-184,-3496,76,85,81,96
-16156,-204,-3524,76,85,81,96
-16108,-296,-3596,76,85,81,96
-16108,-284,-3472,76,85,81,96
-16044,-272,-3376,76,85,81,96
-16172,-172,-3492,76,85,81,96
-16144,-132,-3488,76,85,81,96
-16104,-52,-3616,76,85,81,96
-16084,52,-3800,76,85,81,96
-16096,52,-3948,76,85,82,96
-16252,216,-4120,76,85,82,96
-16272,184,-4372,77,85,82,96
-16220,268,-4420,77,85,82,96
-16356,448,-4352,77,85,82,96
-16400,284,-4316,77,85,82,96
-16268,300,-4268,77,85,82,96
-16448,120,-4288,77,85,82,96
-16416,180,-4320,77,85,82,96
-16536,200,-4268,78,84,82,96
-16576,-116,-4308,78,85,82,96
-16624,-140,-4400,78,85,83,96
-16748,-380,-4584,78,85,83,96
-16724,-336,-4744,78,85,83,96
-16812,-552,-4756,78,85,83,96
-16744,-720,-4888,78,85,83,96
,,,,,,
,,,,,,
-10168,-264,-7648,71,57,77,52
-10372,-652,-8240,71,56,77,52
-10404,-1140,-8776,71,57,77,52
-10236,-1760,-8956,71,57,76,51
-10144,-2256,-9308,71,57,76,52
-9856,-2684,-9464,71,56,77,51
-9712,-3268,-9456,71,56,76,51
-9660,-3816,-9228,71,56,76,51
-9768,-4104,-9052,71,56,76,51
-9824,-4336,-9052,71,57,76,51
-9872,-4712,-8548,71,57,76,52
-10092,-5332,-8520,71,57,76,51
-10028,-5556,-8148,71,56,76,51
-9976,-6108,-7644,71,57,76,52
-9928,-6640,-7436,71,55,76,52
-9972,-6792,-7088,71,56,76,53
-9776,-7368,-6600,71,56,76,53
-9504,-7744,-6308,70,56,76,52
-9284,-8012,-6020,70,56,76,53
-9148,-8036,-5632,70,56,76,53
-9048,-8060,-5300,70,56,76,53
-9192,-8232,-4972,71,56,76,52
-9000,-8300,-4756,70,56,76,53
-9108,-8332,-4676,70,56,76,53
-9080,-8480,-4248,70,56,76,52
-9320,-8624,-4156,70,56,76,53
-9476,-8656,-4104,70,57,76,53
-9804,-8548,-3748,70,56,76,53
-10000,-8448,-3668,70,56,76,53
-10300,-8464,-3568,70,56,76,53
-10544,-8256,-3660,70,56,75,54
-10808,-8060,-3744,69,57,76,53
-10928,-7964,-3832,69,57,76,54
-11276,-7772,-3844,69,57,75,54
-11584,-7480,-3968,70,57,75,54
-11992,-7184,-4140,69,57,75,54
-12152,-6960,-3996,69,56,75,54
-12484,-6632,-4140,69,57,75,54
-12744,-6288,-4228,69,56,75,53
-13008,-5868,-4248,69,57,75,53
-13316,-5668,-4324,69,57,75,53
-13772,-5220,-4400,69,56,75,54
-14208,-4896,-4404,69,56,75,53
-14596,-4736,-4336,69,56,74,53
-15056,-4488,-4468,69,56,75,53
-15292,-4156,-4268,69,56,74,53
-15704,-4092,-4184,69,56,74,53
-15860,-4032,-4352,68,55,74,53
-16140,-3796,-4188,69,56,74,53
-16472,-3712,-4224,69,56,74,53
-16444,-3560,-4212,69,55,74,53
-16272,-3460,-4356,69,56,74,53
-16504,-3532,-4320,69,55,74,54
-16676,-3296,-4312,68,55,74,54
-16820,-3216,-4308,68,56,73,53
-16988,-3096,-4348,68,56,73,55
-17120,-2904,-4292,68,56,73,54
-16952,-2732,-4332,68,56,73,54
-16804,-2680,-4268,68,56,73,54
-16752,-2476,-4352,68,56,73,54
-16600,-2228,-4300,68,56,73,54
-16716,-2108,-4080,68,55,73,54
-16764,-1884,-4144,68,54,73,54
-16704,-1572,-3928,68,55,73,53
-16668,-1432,-3468,68,55,73,54
-16752,-1228,-3316,68,56,73,55
-16628,-1144,-3108,68,55,73,54
-16664,-1240,-2572,68,56,72,53
-16520,-1328,-1976,68,56,73,53
-16572,-1392,-1696,68,56,73,53
-16800,-1404,-1060,68,56,73,52
-17504,-1440,-256,68,56,73,52
-17668,-1248,36,68,56,73,53
-18512,-872,576,68,56,73,53
-18872,-1232,732,67,56,73,52
-19860,-552,1228,67,56,73,52
-20640,-192,1612,68,56,73,52
-20920,-44,1524,67,56,73,53
-20896,136,1516,67,57,73,53
-21004,88,1416,68,56,72,55
-20932,76,1484,68,57,72,54
-20460,284,1024,67,57,72,55
-20100,368,772,67,57,72,54
-19160,168,356,67,56,72,54
-18800,-88,84,67,57,72,54
-18284,-24,-108,67,57,72,54
-17680,-136,-632,67,57,72,55
-17164,-252,-908,67,56,72,55
-16664,-408,-1412,66,56,72,54
-16348,-408,-1900,67,56,71,55
-16248,-400,-2304,66,55,71,54
-16256,-620,-2460,66,56,71,54
-16320,-692,-2656,66,55,71,55
-16256,-708,-3060,66,55,71,53
-16520,-796,-3192,66,56,71,54
-16704,-788,-3220,66,55,71,55
-16860,-956,-3300,66,56,71,55
-17008,-668,-3220,66,56,71,56
-17176,-700,-3156,66,56,71,54
-17164,-604,-3276,66,56,71,55
-17204,-212,-3184,66,55,71,54
-17268,-136,-3104,66,55,71,54
-17300,12,-2988,66,56,70,56
-17304,248,-3096,66,54,70,55
-17312,408,-3144,66,55,70,55
-17576,576,-3220,66,55,70,56
-17680,500,-3128,65,55,70,55
-17696,712,-3248,66,54,70,55
-18008,808,-3216,65,54,70,55
-18216,852,-3236,66,55,70,55
-18344,880,-3232,65,54,70,56
-18472,772,-3168,65,55,70,55
-18532,760,-3184,65,55,70,55
-18628,676,-3356,65,55,70,54
-18632,800,-3352,65,54,69,54
-18668,804,-3272,65,54,69,54
-18644,956,-3180,65,55,69,54
-18724,992,-3232,65,54,69,54
-18808,968,-3096,64,54,69,54
-18784,1036,-2916,65,54,69,55
-18776,1124,-3020,64,53,69,54
-18940,1068,-2592,64,54,69,55
-19832,1096,-2448,64,55,69,55
-20984,1252,-1804,64,53,69,56
-21204,1568,-1744,64,54,69,55
-20828,1432,-1768,64,54,69,55
-19932,1396,-1676,64,54,69,55
-19604,1376,-1328,64,54,69,55
-18980,1740,-1108,64,55,68,56
-18260,1616,-1056,64,55,68,56
-17640,1816,-1156,64,54,68,55
-17220,1832,-840,64,54,68,55
-16936,1792,-756,64,54,68,55
-16544,1676,-816,64,54,68,54
-16556,1524,-1020,63,53,68,54
-16656,1476,-1056,63,53,68,56
-17004,1448,-1128,63,53,67,56
-17464,1420,-1292,63,53,68,55
-17788,1176,-1300,64,54,68,56
-18104,996,-1348,63,53,68,55
-18360,1204,-1496,63,52,67,55
-18592,1316,-836,63,53,67,54
-18488,344,-1016,63,53,67,53
-18204,1096,-1280,62,53,67,54
-18480,964,-1024,62,54,67,52
-18356,1036,-1120,62,53,67,55
-18568,700,-956,62,53,67,55
-18668,1364,-1368,62,53,67,53
-19136,1244,-704,62,54,67,52
-19028,1144,-936,62,54,67,52
-18832,1416,-1200,62,53,67,54
-18956,1600,-824,62,53,66,55
-18956,1468,-1084,62,54,67,56
-18680,1856,-1020,61,53,66,56
-18724,1992,-900,61,53,66,55
-18572,2084,-1264,61,53,66,56
-18420,2228,-1440,61,53,66,56
-18236,2104,-1248,61,52,66,55
-17832,1908,-1480,60,53,66,56
-17268,1508,-1660,60,54,66,56
-16944,1464,-1968,60,54,65,55
-16760,1316,-1840,60,54,65,56
-16708,1192,-2108,60,53,65,56
-16496,1000,-2200,60,53,65,55
-16308,736,-2672,60,53,65,55
-16144,896,-2776,60,53,65,54
-16036,544,-2808,60,53,65,55
-15868,780,-3160,60,54,65,55
-15676,776,-3280,60,54,65,55
-15288,700,-3148,60,53,65,56
-15108,680,-3288,59,54,65,56
-15084,916,-3308,59,53,65,55
-15224,976,-3168,59,52,65,55
-15544,1172,-3012,59,53,65,55
-16800,-76,-2112,59,53,65,54
-19400,-776,-532,59,55,65,55
-21968,-1352,2292,59,54,65,52
-22640,-1740,4160,59,54,64,54
-30432,-1656,9444,58,52,64,53
-21296,1744,7236,58,53,64,52
-19060,3480,8760,59,52,64,51
-16548,4280,9712,59,51,64,53
-17760,3976,12068,59,53,64,50
-21736,7696,14564,60,56,65,54
-23076,13484,13788,60,60,65,57
-19884,17996,11052,60,63,65,57
-14896,16336,7368,60,62,65,57
-9584,11148,2044,60,63,65,57
-7016,8716,-2548,61,64,65,57
-6432,8636,-9740,61,65,65,56
-7116,9508,-13772,61,67,66,59
-9860,11148,-18968,64,67,68,60
-14116,11156,-24412,67,67,70,62
-17376,11108,-28524,70,68,73,57
-17636,8188,-32768,73,67,76,52
-15556,704,-32768,76,67,79,65
-14340,-3932,-32768,78,66,82,65
-16916,-5428,-32768,80,68,83,66
-18352,-12368,-32768,81,68,85,72
-26044,-14772,-27848,82,68,86,70
-32768,-13064,-19156,82,68,86,73
-32768,-11852,-13016,83,68,87,71
-32768,-12052,-8544,83,67,87,70
-32768,-11272,-7584,84,67,88,73
-32768,-11220,-7136,84,67,88,70
-32768,-11240,-6212,84,66,88,70
-32768,-11612,-5260,84,67,88,72
-22152,-11808,-4224,84,67,88,74
-15468,-12056,-2880,84,66,88,74
-13668,-11996,-2432,84,66,88,75
-13048,-11164,-2180,84,67,88,76
-11724,-11060,-2924,84,66,88,74
-11080,-11308,-3128,84,66,88,75
-11040,-11028,-3664,84,66,88,76
-11336,-10032,-3736,84,66,88,76
-11548,-9404,-3712,83,66,88,77
-12240,-9232,-3404,83,67,88,77
-13028,-9336,-2996,83,67,87,77
-13656,-9524,-2096,83,67,87,78
-14856,-9768,-920,83,68,87,79
-15924,-9068,784,83,68,87,79
-16332,-8676,1492,83,69,87,79
-16192,-7984,2432,83,68,87,79
-15880,-5880,3012,83,68,87,79
-14548,-4784,2624,83,68,87,79
-12872,-2472,2224,83,69,86,79
-12736,260,1292,83,68,86,79
-12376,2464,1232,82,69,86,79
-11512,4520,388,82,70,86,79
-11736,5832,-48,83,69,86,79
-11588,8096,-500,83,70,86,79
-12344,9548,-952,83,70,86,79
-12352,11564,-1628,83,70,86,79
-12804,12504,-1532,83,70,86,79
-12332,13904,-2260,83,70,86,79
-12148,14900,-2808,82,70,86,78
-12156,15360,-3172,82,71,86,78
-12160,15532,-3244,83,71,87,78
-12072,15316,-3604,83,71,87,78
-12340,14520,-3592,83,71,87,78
-12556,13692,-3596,83,71,87,77
-13440,12152,-3292,83,72,87,76
-14552,10148,-3188,83,71,87,77
-15552,7860,-2844,83,72,87,76
-16084,6420,-2792,83,71,87,78
-16592,4148,-2992,83,72,87,78
-17008,1912,-3216,83,72,87,78
-17680,740,-3356,83,72,87,78
-17344,-1136,-4008,83,72,87,79
-16952,-2848,-4556,83,72,87,79
-16716,-3900,-4576,83,73,87,79
-16896,-5044,-4844,83,73,87,79
-16900,-6112,-5272,83,73,87,80
-16948,-6688,-5312,83,73,87,80
-17064,-7352,-4996,83,73,87,80
-16920,-7584,-4656,83,73,87,80
-16916,-7512,-4304,83,73,87,80
-16732,-7516,-3948,83,74,87,81
-16584,-7380,-3680,83,74,87,81
-16668,-7332,-3112,83,74,87,81
-16600,-7412,-3092,83,74,87,81
-16644,-7288,-3016,83,74,87,81
-16404,-7328,-2752,83,74,87,82
-16424,-7156,-2704,83,74,87,82
-16400,-6988,-2776,83,74,87,82
-16160,-6784,-2712,83,74,87,82
-16148,-6296,-3004,83,75,87,82
-15988,-5688,-3232,83,75,87,82
-15928,-5188,-3384,84,75,87,82
-16048,-4388,-3868,83,75,87,82
-16344,-3452,-4268,84,75,87,82
-16436,-2880,-4544,83,75,87,82
-16648,-1836,-4680,84,75,87,82
-16780,-828,-4808,84,75,87,82
-16900,8,-5232,84,75,87,82
-17104,552,-5356,84,75,87,82
-17476,1172,-5456,84,75,88,82
-17412,1736,-5632,84,76,88,82
-17616,2544,-5792,84,76,88,83
-17620,2900,-5968,84,76,88,83
-17596,3512,-6048,84,76,88,83
-17632,3940,-6248,84,77,88,83
-17476,4104,-6244,84,76,88,83
-17288,4324,-6440,84,76,88,82
-17248,4408,-6196,84,76,88,83
-17124,4340,-6256,84,77,88,83
-16820,4348,-6092,84,76,88,83
-16512,4060,-5888,84,77,88,83
-16352,3880,-5800,84,76,88,83
-16124,3360,-5624,84,76,88,83
-15952,2992,-5592,84,76,88,83
-15880,2408,-5356,84,76,88,84
-15968,1816,-5096,84,77,88,84
-16020,1448,-4788,84,77,88,84
-16024,888,-4536,84,76,88,84
-16124,600,-4312,84,77,88,84
-16264,280,-4156,84,77,88,84
-16220,-68,-4148,84,77,88,85
-16288,-320,-4096,84,77,88,84
-16212,-644,-4252,84,77,88,84
-16072,-860,-4232,84,77,88,84
-16172,-952,-4232,84,77,88,84
-16252,-1184,-3816,84,77,88,84
-16304,-1468,-3928,84,77,88,84
-16336,-1528,-4032,84,77,88,84
-16440,-1648,-4024,84,77,88,84
-16532,-1744,-4192,84,77,88,84
-16560,-1896,-4176,84,77,88,84
-16636,-2040,-4336,84,77,88,84
-16656,-2120,-4464,84,78,88,84
-16500,-2048,-4628,84,77,88,84
-16516,-1992,-4780,84,77,88,85
-16476,-1964,-4728,84,77,88,85
-16396,-1840,-4788,84,77,88,85
-16464,-1776,-4948,84,77,88,85
-16416,-1644,-4784,84,77,88,85
-16440,-1540,-4840,84,77,88,85
-16412,-1456,-4800,84,77,88,85
-16404,-1176,-4560,84,77,88,85
-16536,-1068,-4388,84,78,88,85
-16404,-808,-4472,84,78,88,85
-16328,-476,-4396,84,78,88,85
-16320,-332,-4348,84,78,88,85
-16204,40,-4460,84,78,88,85
-16144,84,-4368,84,78,88,85
-16044,240,-4444,84,78,88,85
-16028,320,-4472,84,78,88,85
-15884,564,-4460,84,77,88,84
-15848,644,-4496,84,78,88,85
-15804,560,-4420,84,78,88,84
-15756,576,-4500,84,78,88,85
-15756,616,-4324,84,78,88,84
-15804,516,-4552,84,77,88,84
-15756,536,-4472,84,78,88,84
-15844,220,-4612,84,77,88,84
-15924,172,-4812,84,77,88,84
-16004,-96,-4724,84,77,88,84
-16112,-260,-4816,84,77,88,84
-16232,-600,-4812,85,77,88,85
-16336,-952,-4808,84,78,88,84
-16344,-1172,-4876,85,77,88,85
-16492,-1340,-4928,85,77,88,85
-16384,-1676,-5000,85,77,88,85
-16620,-1792,-5048,85,78,88,85
-16548,-1996,-5080,85,78,88,84
-16680,-1980,-5140,85,78,88,85
-16564,-1912,-5192,85,78,88,85
-16736,-1912,-5056,85,78,88,85
-16768,-1836,-5136,85,78,88,85
-17200,-1692,-5296,85,78,88,85
-17044,-1600,-5340,85,78,88,85
-17036,-1604,-5404,85,78,88,85
-16780,-1452,-5640,85,77,88,84
-16508,-1168,-5616,85,77,88,84
-16532,-1156,-5660,85,77,88,85
-16568,-944,-5772,85,77,88,84
-16648,-836,-5728,85,77,88,84
-16820,-840,-5868,85,77,88,85
-16708,-816,-5660,85,78,88,84
-16432,-652,-5612,85,77,88,84
-16296,-612,-5796,85,77,88,85
-16196,-392,-5520,85,78,88,85
-16104,-212,-5272,84,77,88,85
-16248,-80,-5412,84,77,88,84
-16392,-208,-5140,84,77,88,85
-16292,-124,-5008,84,77,88,85
-16444,144,-4720,84,77,88,85
-16220,172,-4728,84,77,88,84
-16268,96,-4376,84,77,88,84
-16132,144,-4228,84,77,88,84
-16092,84,-4072,84,77,88,85
-15920,64,-4080,84,77,87,85
-15924,-52,-3912,84,78,87,85
-15884,-292,-3752,84,77,87,85
-15892,-328,-3752,84,78,87,85
-15676,-580,-3732,84,78,87,85
-15680,-648,-3712,84,78,87,85
-15700,-768,-3784,84,78,87,86
-15644,-836,-3904,83,78,87,86
-15640,-936,-4140,83,77,87,86
,,,,,,
,,,,,,
-12860,-7444,-4724,68,57,74,56
-13176,-7504,-4800,68,57,74,55
-13280,-7468,-4752,68,57,74,56
-13376,-7376,-4740,68,57,74,56
-13500,-7488,-4696,68,58,74,56
-13628,-7344,-4580,68,57,74,56
-13716,-7380,-4576,68,57,74,56
-13940,-7332,-4760,68,59,74,56
