x,y,z,s1,s2,s3,s4
-13948,-3112,540,39,43,47,49
-14052,-3160,444,39,43,46,49
-14096,-3088,168,39,43,46,49
-14324,-3092,216,39,43,46,48
-14560,-2816,-12,39,44,47,48
-14776,-2516,56,39,43,47,48
-14888,-2312,-92,39,43,47,48
-15048,-2172,-244,39,43,47,48
-15284,-1860,-284,39,44,46,47
-15428,-1400,-284,39,43,46,48
-15460,-1080,-308,39,43,46,47
-15176,-476,-392,39,44,46,48
-14916,-156,-324,39,43,46,48
-14904,108,-388,39,42,47,47
-14832,412,-388,39,43,46,48
-14824,640,-388,39,43,47,48
-14812,900,-192,39,43,47,48
-14960,1168,-200,39,43,46,47
-14796,1400,-92,39,43,46,48
-14804,1516,-276,39,43,46,47
-14884,1580,-344,39,42,46,47
-14880,1732,-300,39,43,46,47
-15320,1728,-136,39,43,46,47
-14960,1892,-292,39,42,46,47
-14004,2140,-616,39,42,46,47
-13512,2028,-584,39,43,46,48
-13468,2040,-356,39,43,46,47
-13536,2084,-428,39,42,46,47
-13896,1956,-572,39,42,45,46
-14568,1656,-316,39,42,45,47
-12584,2380,-996,39,42,45,46
-10976,2184,-1152,39,42,45,47
-11292,2232,-1068,39,42,46,47
-11860,2208,-792,39,43,46,46
-12272,2060,-876,39,42,45,46
-12504,2132,-956,39,42,45,46
-12580,2028,-1144,39,41,45,46
-12328,2164,-1224,39,42,46,47
-12152,2268,-1356,39,42,45,46
-12108,2440,-1352,39,43,46,47
-12024,2508,-1376,39,43,45,47
-11920,2556,-1436,39,42,45,46
-11832,2672,-1648,39,43,45,46
-11676,2700,-1756,39,42,45,46
-11692,2824,-1756,39,42,45,47
-11588,2888,-1940,39,43,44,46
-11324,3188,-2268,39,43,45,46
-11432,3416,-2340,39,42,46,46
-11156,3468,-2352,38,42,45,45
-10880,3544,-2524,38,42,44,46
-10684,3752,-2788,38,43,45,46
-10528,3888,-3060,38,42,45,46
-10344,3880,-3172,38,43,45,46
-10224,3772,-3320,39,42,44,46
-9960,3912,-3648,38,42,45,46
-9900,3700,-3924,38,41,45,46
-9860,3800,-4332,38,42,45,45
-9680,3532,-4612,37,42,45,46
-9716,3532,-4736,38,41,45,46
-9704,3608,-5144,38,42,44,46
-9600,3612,-5324,38,42,44,46
-9600,3692,-5708,37,41,45,45
-9688,3812,-5944,38,41,45,45
-9900,3736,-6536,38,43,44,46
-9936,3712,-7104,37,42,45,46
-9968,3764,-7564,37,41,44,46
-10036,3524,-7960,38,42,45,46
-9844,3216,-8232,36,41,44,45
-9848,2652,-8616,37,42,44,45
-9940,2376,-8928,36,41,44,45
-10148,1816,-9468,37,41,44,46
-10448,1156,-9948,36,40,43,45
-10348,708,-10128,36,41,43,47
-8220,828,-9784,35,40,43,47
-7440,252,-9668,35,40,43,48
-6576,600,-6784,35,41,42,49
-4452,960,-3968,35,42,42,50
-1172,572,-580,35,41,42,51
820,316,800,34,42,41,50
1808,-888,-232,34,40,41,50
-244,-6960,-4196,34,40,42,49
-5432,-11976,-7008,33,40,41,50
-14616,-17228,-8952,33,40,42,52
-22756,-18676,-9580,34,42,42,51
-26948,-18324,-8876,34,43,42,52
-30012,-15016,-5160,34,43,42,52
-27404,-10916,-264,34,44,42,53
-21364,-6640,4376,34,45,42,53
-18000,-3744,7228,34,46,43,53
-15276,-516,9184,34,47,42,55
-15500,-104,8376,34,47,42,56
-16668,-952,6860,34,48,42,58
-18532,-3148,3412,34,49,42,58
-19536,-4388,1128,34,50,42,58
-19628,-5712,-2448,33,51,42,60
-18756,-6436,-5200,34,52,42,60
-18308,-6288,-5980,34,54,42,61
-17996,-5108,-5708,34,55,41,61
-17248,-2604,-3396,34,56,41,61
-16092,-8,-432,34,56,42,62
-15432,1520,1372,33,58,42,62
-14600,2792,3264,33,59,42,63
-14304,3128,4244,34,59,41,64
-14812,3056,4668,34,61,41,63
-15260,3052,4192,34,61,41,63
-16692,3456,2980,34,61,40,64
-17428,4096,2436,34,61,40,64
-18000,5100,1744,34,61,40,64
-18248,5752,1364,34,62,42,64
-18532,6496,1172,34,62,42,65
-18732,6732,900,34,62,41,65
-18812,6836,616,34,62,41,65
-19056,6400,596,33,62,41,65
-19460,5592,-4,33,63,42,64
-20412,5008,116,35,62,43,65
-25056,3472,644,36,63,43,64
-27756,2992,-836,38,62,45,65
-28164,4256,-2464,40,62,47,65
-26452,3404,-4232,42,61,48,65
-24060,3408,-6184,45,61,51,65
-23248,3344,-5912,46,62,53,66
-23568,2612,-5192,47,61,54,66
-25636,1052,-5540,48,62,55,66
-27020,-136,-8752,49,62,56,66
-28048,772,-10220,49,63,56,66
-28752,876,-9936,49,62,56,66
-28636,164,-9552,50,62,56,66
-29436,612,-7760,50,62,57,66
-29400,2380,-5584,50,61,58,66
-29008,3084,-4392,50,62,58,65
-28748,3024,-3772,50,63,58,66
-28944,2952,-3136,51,63,57,66
-28688,2756,-1868,51,62,58,66
-27956,2364,-988,51,62,58,67
-27412,2044,-748,51,62,58,66
-25716,1204,-456,51,62,58,67
-24028,292,-424,51,62,58,66
-21444,-528,-652,50,61,58,67
-19832,-1020,-588,51,62,58,66
-17756,-1472,-684,51,62,58,67
-16216,-1900,-1096,51,62,58,67
-15544,-2192,-896,51,62,58,66
-14768,-2224,-680,50,62,58,67
-14436,-2408,-256,51,63,58,67
-14236,-2344,180,50,62,57,67
-14240,-2432,648,50,62,58,67
-14292,-2840,520,51,62,57,67
-13668,-3084,668,50,63,58,67
-14072,-3524,796,50,62,58,66
-14840,-4044,968,50,62,57,67
-15268,-4704,1088,50,62,56,66
-15416,-5276,1184,50,62,57,66
-15048,-6020,1004,50,62,57,66
-14660,-6952,1068,50,63,56,65
-14404,-7412,924,50,62,57,67
-13948,-7844,1072,50,62,56,67
-13904,-8084,1216,49,62,56,67
-13740,-7916,1540,49,62,57,67
-13776,-7460,1640,49,62,57,67
-13776,-7072,1672,49,62,57,67
-13756,-6460,1768,49,63,56,66
-13776,-5576,1896,49,62,57,66
-13756,-4984,2224,49,62,56,65
-13704,-4044,2464,49,62,56,67
-13700,-3408,2628,48,61,56,66
-13796,-2580,2708,49,61,57,67
-13936,-1712,2756,48,63,57,67
-13904,-1152,2604,48,62,56,67
-14036,-520,2624,49,63,57,66
-14116,28,2616,49,61,56,65
-14232,328,2444,48,62,56,67
-14240,748,2232,48,63,56,67
-14468,1260,2484,48,62,57,66
-14532,1508,2668,49,63,56,66
-14520,1792,2940,49,62,56,66
-14544,2204,2532,49,62,57,66
-14612,2352,2092,48,62,56,67
-14760,2576,1468,48,62,56,67
-15092,2552,1292,48,62,56,66
-15188,2412,1044,48,61,56,66
-15164,2456,928,49,62,57,67
-15072,1992,952,48,63,57,67
-14828,1788,1008,48,62,56,66
-14840,1204,1188,48,63,56,67
-14880,868,1308,48,63,56,67
-14892,460,1420,48,63,56,67
-14948,392,1336,48,63,56,67
-15160,96,1332,48,63,57,67
-15260,4,1332,48,63,57,67
-15412,24,1396,49,63,56,67
-15108,-320,1084,48,62,56,67
-14996,-652,1012,48,63,56,68
-14748,-832,480,48,63,57,67
-14828,-1032,608,48,63,57,67
-15244,-1408,672,49,63,56,68
-15528,-1560,436,48,63,57,68
-15640,-1920,332,48,63,56,66
-16020,-2548,396,49,63,56,67
-16124,-2928,336,48,62,56,67
-16124,-3412,440,48,64,56,68
-16064,-3756,488,48,63,57,68
-15924,-4072,336,49,63,56,68
-15872,-4252,292,49,63,56,68
-16016,-4312,164,48,63,56,68
-16088,-4372,124,48,64,56,67
-16140,-4504,40,48,64,56,68
-16248,-4472,40,48,64,56,68
-16280,-4460,72,48,64,56,68
-16392,-4380,164,47,64,56,69
-16460,-4132,108,48,64,56,69
-16792,-3888,332,47,64,55,68
-16892,-3764,328,47,64,56,68
-17156,-3312,308,47,65,56,69
-17220,-3044,344,47,65,56,69
-17316,-2548,464,47,65,55,68
-17464,-2256,300,47,65,55,68
-17480,-2020,284,46,65,55,68
-17652,-1768,152,46,65,55,68
-17572,-1596,300,45,65,54,69
-17552,-1488,284,45,65,54,69
-17528,-1192,444,45,65,54,69
-17416,-952,232,45,65,54,68
-17500,-900,224,44,65,53,68
-17476,-864,64,44,65,53,69
-17532,-692,56,43,66,53,69
-17764,-712,88,43,66,53,69
-17716,-652,24,42,67,52,69
-17672,-644,-240,41,66,51,69
-17668,-752,-340,41,67,51,70
-17524,-864,-364,40,66,50,69
-17488,-932,-504,40,66,49,69
-17404,-1100,-516,39,66,48,68
-17308,-1240,-624,39,66,47,69
-17412,-1380,-740,39,66,47,69
-17228,-1252,-820,37,67,46,70
-17436,-1368,-912,37,67,46,69
-17532,-1372,-872,37,66,45,69
-17604,-1336,-1116,35,66,44,69
-17648,-1364,-1192,34,66,43,69
-17580,-1328,-1032,34,67,43,70
-17652,-1296,-944,34,66,42,69
-17704,-1056,-1036,33,66,41,69
-17636,-940,-884,32,67,40,69
-17504,-672,-780,31,67,39,69
-17356,-700,-784,30,66,39,70
-17252,-624,-688,30,67,39,70
-17192,-352,-624,29,67,39,70
-17160,-380,-564,29,67,38,69
-17336,-296,-528,29,68,38,70
-17400,-180,-264,29,67,38,69
-18044,-548,-48,28,67,38,69
-19508,-632,132,28,67,37,70
-20152,-576,116,28,68,37,70
-20852,-596,-28,28,67,37,69
-22972,-312,-224,28,68,37,70
-26136,-1072,136,28,68,37,70
-22276,608,-2536,28,67,37,69
-18684,368,-2276,28,68,37,69
-17392,352,-1804,28,67,37,69
-16868,180,-1188,28,68,38,70
-17416,-144,-824,28,67,38,70
-18688,-300,-600,28,68,38,70
-19216,-304,-920,28,68,38,69
-19936,-244,-720,28,67,38,69
-20428,-208,-880,29,67,38,69
-21100,124,-572,29,67,38,70
-21456,348,-364,29,67,38,70
-21588,328,-160,28,67,38,69
-21752,388,104,29,67,38,69
-22064,128,220,29,66,38,69
-22392,-8,368,28,66,37,67
-22564,64,236,29,65,38,68
-22840,-60,300,29,64,38,69
-22976,-228,108,29,65,38,67
-22976,0,-136,29,64,38,67
-22908,140,-452,29,63,38,66
-22712,80,-668,29,63,37,67
-22592,208,-1076,29,63,37,66
-22544,144,-1324,29,62,38,66
-22672,-168,-1516,29,62,37,66
-22852,-452,-1732,29,60,37,65
-23292,-700,-1796,29,60,37,66
-23528,-868,-1908,29,60,37,65
-23692,-1016,-2072,30,59,37,65
-23864,-1108,-2160,29,59,37,65
-24052,-1200,-2304,29,58,37,64
-24116,-1256,-2432,30,57,38,64
-24068,-1368,-2616,30,56,37,63
-23632,-1604,-2484,30,56,37,63
-23712,-1772,-2424,30,56,37,62
-23884,-1848,-2416,29,56,37,62
-23708,-2172,-2544,29,55,37,61
-23460,-2364,-2616,29,55,37,62
-25380,-2540,-744,29,53,38,61
-25268,-1748,-1968,30,53,37,60
-23464,-1504,-1952,30,52,37,60
-22556,-844,-1688,29,51,37,60
-22088,84,-1296,30,51,37,59
-20712,724,-1032,30,51,38,59
-20328,1548,-668,30,50,37,58
-19860,1724,-244,30,51,37,59
-19336,1664,-112,30,50,37,58
-19576,1356,736,30,49,37,57
-20620,1720,1816,30,50,37,56
-20148,1792,1724,30,49,38,58
-19372,1400,1760,30,49,37,57
-18844,1372,1984,30,50,38,56
-18664,1404,2468,30,49,38,57
-17844,1360,2312,30,49,38,56
,,,,,,
,,,,,,
-16812,-4080,13780,43,42,50,45
-16864,-3980,13780,43,41,51,46
-16696,-3912,13832,43,41,50,45
-16396,-3928,13700,43,41,50,46
-16212,-4016,13612,43,42,51,45
-16252,-4164,13672,43,41,51,45
-16188,-4176,13224,43,41,51,46
-16848,-4448,13148,43,41,50,46
-16600,-4268,12376,43,40,50,46
-16484,-4160,11988,43,41,50,46
-16412,-6036,11844,42,41,50,47
-13276,-5056,9608,43,40,50,46
-13812,-4824,10304,43,40,50,46
-13892,-4468,9588,43,41,50,46
-14056,-4596,8780,42,41,50,46
-13948,-4152,8856,43,41,50,46
-13924,-3912,8088,43,41,50,46
-14064,-3412,7856,42,41,50,46
-13800,-3224,7592,43,40,50,46
-12864,-3076,7236,42,40,50,45
-12320,-2820,7008,43,41,50,45
-12044,-2772,6920,42,41,50,46
-11604,-2568,6772,42,41,50,46
-11840,-2456,6604,42,41,50,45
-12120,-2364,6436,42,42,50,46
-12364,-2140,6120,42,41,50,46
-12068,-2112,5780,42,40,49,45
-11124,-2096,5548,42,40,50,45
-10428,-2032,5260,42,41,50,46
-10136,-1808,5116,42,40,49,46
-9816,-1564,4648,42,41,49,46
-9572,-1408,4572,42,41,50,46
-9636,-1484,4276,42,41,50,46
-9788,-1428,4088,42,40,49,46
-9864,-1400,3772,42,41,49,46
-9700,-1220,3636,42,41,49,46
-9532,-1172,3316,42,41,49,46
-9648,-1116,3252,42,40,49,46
-9832,-888,3188,42,40,49,46
-10108,-732,3204,42,41,49,46
-10068,-460,3020,41,41,49,46
-9692,-192,2708,42,42,49,45
-9356,-76,2456,42,41,49,46
-9308,100,2396,41,41,49,46
-9392,184,2136,41,41,49,46
-9688,432,1944,41,40,49,46
-9632,472,1884,41,40,49,44
-9636,740,1836,41,41,49,46
-9724,1028,1924,41,41,49,45
-9640,1236,1728,41,40,49,46
-9504,1268,1604,42,40,48,45
-9632,1468,1604,41,40,49,45
-10068,1480,1464,41,40,49,45
-10208,1616,1436,41,40,49,45
-10248,1780,1212,41,40,48,45
-10344,1872,1200,41,41,49,45
-10488,1960,1112,41,41,49,45
-10348,2076,1072,41,41,48,45
-10252,2056,796,41,41,49,46
-10224,2216,828,41,40,48,45
-10392,2340,808,41,40,49,45
-10736,2304,840,41,41,48,44
-11220,2480,816,41,41,48,45
-11420,2520,808,41,41,48,44
-11608,2716,556,41,40,48,44
-11696,2716,576,40,40,48,44
-11648,3000,480,40,41,48,45
-11640,3100,360,40,41,48,44
-11928,3168,308,40,41,48,44
-11952,3272,216,40,41,48,44
-12272,3176,0,40,40,48,44
-12464,3264,-36,40,40,48,45
-12568,3272,-308,40,40,48,44
-12548,3372,-384,40,40,48,44
-12636,3416,-388,40,40,48,45
-12820,3500,-232,40,41,48,45
-12852,3528,-260,40,40,48,45
-12860,3408,-280,40,41,48,44
-12856,3356,-436,40,40,47,44
-12900,3320,-220,40,40,47,43
-12632,3212,-484,40,40,48,44
-12732,3104,-484,40,39,48,45
-12684,3008,-504,40,40,48,44
-12728,3144,-520,39,39,47,44
-12660,3064,-1044,40,39,47,43
-12740,2972,-896,40,39,47,44
-12832,3008,-1000,40,40,47,44
-12948,3044,-1180,39,40,47,44
-12932,3164,-1216,39,40,47,44
-13200,3092,-1292,39,39,47,45
-13176,3060,-1436,39,40,47,44
-13316,3148,-1720,39,39,47,44
-13300,2992,-1668,39,39,47,43
-13216,2808,-1840,39,40,47,43
-13184,2868,-1848,40,39,47,44
-13220,2608,-2224,40,39,47,44
-12996,2548,-2232,39,39,47,43
-12816,2336,-2488,39,39,46,44
-12844,2256,-2660,39,39,47,43
-12712,2176,-2964,39,39,47,43
-12884,2120,-3036,39,39,47,44
-12984,1984,-3264,39,39,47,44
-13068,1800,-3164,39,39,47,44
-13032,1616,-3240,38,39,47,43
-12976,1676,-3116,39,39,46,43
-13088,1396,-2972,39,39,46,43
-13192,1464,-3128,38,40,46,42
-12944,1368,-3036,39,40,47,44
-12808,1388,-3132,39,40,46,44
-12788,1284,-3364,39,39,47,44
-12836,1404,-3304,39,40,46,43
-12904,1460,-3380,38,39,46,43
-13152,1440,-3784,38,39,47,44
-13268,1544,-3972,38,39,46,44
-13472,1832,-4392,39,40,46,44
-13548,2072,-5124,38,40,46,44
-13772,2244,-5372,39,39,46,45
-13684,2444,-5756,38,39,46,45
-13740,2568,-5996,38,39,45,44
-13644,2568,-6228,38,39,46,44
-13452,2580,-6808,38,39,46,44
-13440,2688,-7084,39,38,46,44
-13148,2444,-7380,38,39,46,43
-12640,2356,-8068,38,39,46,44
-12448,2148,-8164,37,37,45,43
-12296,1776,-7840,38,38,45,43
-11524,1460,-7876,36,37,45,43
-11308,1372,-7392,37,37,45,44
-10968,1592,-5628,36,35,44,46
-10372,1492,-4064,36,37,44,46
-9292,1784,-1340,36,35,44,47
-7572,2764,332,36,37,44,47
-6316,2200,-48,35,37,43,48
-5764,652,-1084,35,37,43,47
-8384,-2736,-1920,35,37,43,47
-14044,-5708,-1288,35,37,43,49
-17560,-7208,-1192,35,38,42,48
-21908,-8616,-388,35,39,42,50
-24928,-8664,1852,35,40,42,51
-24824,-8616,3492,35,41,42,51
-22332,-8084,5948,35,41,42,52
-18708,-7312,7620,35,42,41,53
-17028,-6944,7908,34,44,41,52
